Text,Emotion
may the 4th be with you! HAPPY STAR WARS DAY!,happiness
Apparently today is Happy Star Wars day.  I'm suppose to say may the 4th be with you.,happiness
@gorgeousgg yup!! even though its a lil rainy out lol hope ya have a good day,happiness
"winding down, love having a low key day.",happiness
watched the Bones finale last night in the UK &amp; it rocked!! oh how much I missed Zack!!!  @EricMillegan is so freakin' awesome &lt;3,happiness
well Sunday the weather looks great gone take my bike to visite my mom on her day,happiness
Hello everyone im just sitting here rocking out to 9412 sam on the air The best classic rock station on twitter here,happiness
"@kristyknox Sounds like fun... I think?! LOL! I naughty, should be ironing and watching NK porn on youtube instead! LMAO!",happiness
About to present my project.,happiness
@RainbowSuicide SHOW ME SHOW ME!!!,happiness
@PeopleBrowsr nice new profile picture! Glad to see some friends in there,happiness
"Aight, pau au'au... Heading to the Blaisdell Arena for the Ladies of the 80's concert!!! CheeHee... Awwrrite!!!",happiness
"going out tonight, FINALLY. i wanty lie in the park but... cinema bound it looks",happiness
"@Tottie Thank you, thank you!! Thought this is where all the cool kids hang out now, hehe  xoxo!",happiness
@amber_benson  Woohoo! Well Done! I started Macarena-ing too,happiness
@ayanakamura0428 so excited for you and Paris ooh lala  i look forward to knowing you a long long time lovely ! hugs n kisses g,happiness
I really want to be a star...Hope Flawless will work,happiness
"@headgeek666 watched the standard dvd 3d version, no blu in UK yet, 3d effect was best I have seen on home system yet, titties in 3d",happiness
Went outside and picked flowers with Marina! i love picking flowers haha,happiness
@DiamondBlue hehehe!! Are you tryna find another condom  better get u for boxes cuz ima take u thru all of em,happiness
Chillen with Csla.. Waiting to start.. Watchin pacquiao rerun..,happiness
@xMyrthe you writing fanfic? me read!,happiness
Getting my hair done bout to hit the club ....... Ha see u later ....... Smooches,happiness
"@davedays i heard one of your songs, and you have an amazing voice  i was stunned",happiness
"@BeccyR It's a program that shows all Twitter and Facebook status updates all in one.. it's alright, but yeah probably won't use it often",happiness
@em1234 hahhaha indeed  kinda like the spoon... hahaha,happiness
"ahh, juz got a new Rapidshare account that lasts till Oct 09. 10gb download limit daily",happiness
@shygamer @Zeralyn I told ya'll I am a good girl. You can see my halo and everything,happiness
"Had a blast, babe. Thanks joe. &lt;3  i love everyone! Tyler...happy birthday.",happiness
@AllanGoesDMB I listen to it alot at work.  Damn good show!,happiness
@jeffpulver Done some book signings in Manchester. Nice people up there. Enjoy the week.,happiness
thanks for the raspberry-Laced Vanilla Cake,happiness
@rachyzilla still haven't been to the infamous liverpool store  my manager helped set it up said it's awesome (y),happiness
Good episode of Top Gear tonight.,happiness
@stereophonics http://twitpic.com/6714p - I feel really emotional  Its been great seeing your pics and keeping up with you.  Gonna m ...,happiness
"@emma_BMTH i also want to attend the tafe gig  I asked mum about soundwave and she was like, hmmm possibly. which probably means yes.",happiness
Oh yeah the camera clipping problems with Void are now completely fixed  yay me for fiddling about,happiness
@amazondotjon http://twitpic.com/4j9cd - whoaaaaaaaaaaa RYAN!!!! i can see his smile from here,happiness
"Wow! Up, coffee in hand and already outside.  So peaceful on Sunday mornings.",happiness
"@AClockworkToad yw, it gets really hot there in the middle of the summer like 110+ but right now its perfect! and less then an hour away.",happiness
@TracyeDukes Good Morning and thanks for the Retweet,happiness
Had fun 2nite...i was pleasantly surprised,happiness
@dahntay OMG that dunk on Dampier was MASSIVE! Big ups!!! Love it...,happiness
"@SevFletcher exercise is what u make of it. Walk, run, bike, blade, skate, surf, JUST DO IT  feels gooooooood",happiness
just left work. inventory was way easy  and I got to put in my highschool musical 3 cd! it was amazing. goodnight goodnight everyone :],happiness
is such a good big cousin as shes taking her little cousin to see hannah montana the movie next weekend,happiness
@meesabythewater thank you so much,happiness
"Oh great, Radio Disney doesn't crash with the latest webkit, so my kid can run it again. HEY WAIT.",happiness
on the way to kuya jordan's house for an O's sleepover  !,happiness
@MrHollaOut hahah  u know this mannnnnn trust me ima  freak and  proud of  it,happiness
Had a nice pre mother's day dinner out. Now a cocktail before retiring for the evening,happiness
"@cheadlek Another one will be coming later in the week, i won a Westlife DVD on trademe, one that i have been after!",happiness
weather starting to be better  So just SHINE **,happiness
is cute,happiness
@tiny1877 Oh no! I guess I'm officially a big nerd now. I heard the movie is great even if you don't like Trek... and I do,happiness
@dzaniff I was searching for interesting people on twitter then i found yours and the link of your blog was posted on your profile.,happiness
@patsytravers http://twitpic.com/66sbz - thats actually adorable! ooh how i miss dude,happiness
I always get really excited when 'Steal My Kisses' by Ben Harper comes on the ipod...great song...love the beat-boxing in the beginning,happiness
@kayles yessss it does! YAY! told you it was awesome,happiness
is celebrating her 21st birthday,happiness
Karaoke at a small town bar. Having a wonderful time!,happiness
"@sueveeyall Haha, I wish I could",happiness
"Working, Listening to music,Testing out a new singer/guitarist tonight, let's hope for the best",happiness
@Sadie_marie better than Hudgens.  OMG our song came on on shuffle. What Would You Do - City High.,happiness
who has a day long text conversation? me.,happiness
Six feet under theme is on jjj,happiness
"@britneyspears thanks for following me, hope all is well and cant wait to see you in australia when ya come.",happiness
School. School. School.  today seems like it's going to be a great day!,happiness
"As of today, @Peek_a_Bo0 and I have been going out for two years. Best two years ever",happiness
"@Rikmach Yeah, I remember.  *hugs*",happiness
"@skingirl69 yeah, i'm so excited.",happiness
is really enjoying my weekend soooo much  hope u all are .,happiness
spending some quality time with my fender tele deluxe...true love,happiness
"Its raining cats and dogs here, in Mysore! Thankfully, no pigs/swines!",happiness
is about to eat a hot link torta!!,happiness
@r_u_b_y_l totes it's gonna be fun as bi-otch. yeah she'll do it... we'll make her!!,happiness
@cookiemonster82 ohhh yea it is from the same film  and this one had been a fave for a longgggg time... any1 for humma humma?,happiness
@brgd oh cool you are coming to berlin    ! ! !,happiness
Welcome to everyone  Playerstation.it is now live on Twitter. www.playerstation.it,happiness
http://twitpic.com/4jh4l - I picked out a watch !! Yey,happiness
@actionchick  YAY! I love new ppl! WOOOOO!!,happiness
@artcon http://twitpic.com/4vfcx - awesomeeeeee,happiness
"is eating lunch at Sushi Tei, Sency yum! met Ghina earlier",happiness
"time for The Great Yakuza Horror Theatre, wish me luck",happiness
Its offically mothers day!! happy moms day!!!,happiness
may the fourth be with you! happy star wars day,happiness
@rhettroberts haha best thing about office birthdays hey,happiness
"your saaaaafe with mee(8) fucking epic times again last night  old friends and new friendships, good way to kick off this month!",happiness
SWAY SWAY BABY zommgg love it  need more screamo tho boys,happiness
"@designbreaker Nothing, stayed home",happiness
@ralfrottmann thank`s ... See? now I`m back on smiling,happiness
Lossing power while your in your house alone? Not fucckinggg cool. Party at cakss!,happiness
@bradiewebbstack every time you write a tweet the always make me smile  just had to let you no,happiness
@tfollowers thanks 4 the folow,happiness
@andyclemmensen have you seen the game on the website?! awesomness!!! go on msn,happiness
@sadknob OK. Happy to hear that you are feeling fine,happiness
@Xanthetwirls I only saw urs by chance. Who else would have that name! Think I'll b missing 2nite too.  Thank god for YouTube.,happiness
@mkasper22 Thank you,happiness
"waiting for amy so me, her and @reecerentboy can go see the hannah montanna movie!!!",happiness
@harmonymatters Cool I'm glad.I will save some tea for you,happiness
relaxing night at home with best people,happiness
is also very excited for the BLAZIN SQUAD revival!  im rooting for 'em-- their new song http://tinyurl.com/dz7tms,happiness
Excited to see the girls today; @takinakab its boring at work without you,happiness
"alright, rawknroll.net live on radio23.org - next 2 hours of vivid spring to summer music  rawk on and enjoy!",happiness
the new T-Mobile advert in Trafalger Square looks like a lot of fun  Except if there was a load of pigeons there too.,happiness
"one of my favorite, most relaxing songs to wake up to: http://tinyurl.com/c8fr3e Good morning.",happiness
"@FollowMyJourney Oh girl, get that baby going to bed at 7pm!",happiness
@niuts14 Our weekend was also great... two friends of Julia were here for four days...,happiness
lay by the pool and take a nap. my agenda for the day,happiness
@TheMandyMoore good morning sunshine. sleepytown is sleepy.,happiness
Is getting more and more excited about thorpe park tomorrow,happiness
@kelsie_marie1 hey beautiful whats up?,happiness
"this thing really demands a lot of time! anyways, gotta get some breakfast and watch naruto's latest episode",happiness
Goooooodmorning,happiness
"@stryperband - Love the comeback, I will stay tuned! You fellows should follow people on here though. You'll in turn get more followers",happiness
Good Monday to all. It's still wet outside but inside I'm sunny  I'm feeling a surge of warmth and energy. This will be a good day!,happiness
@LEGmin http://twitpic.com/4jaz5 - Cool... luv it,happiness
@vileness now that is hilarious. I can imagine their reactions.,happiness
"just saw ghosts of girlfriends past with my bf, that movie was so predictable but so funny! i loved it",happiness
Hallooo bayern!hallooo stau!,happiness
@cherrybaby2001 Glad you like it!,happiness
@cassetetapes  shareeee.,happiness
"@phoebealice_x when my brother is 18, i will have moved!",happiness
Thanks to @ksatnews and @doublepunching for the updates on tonight votes.,happiness
@chris_shields06 good job!  I wish i worked in a zoo,happiness
@HilzFuld haha this tripped me up once when I was talking to Harvard - I read it as an aussie automatically - came off as an idiot,happiness
